,ROMol,AAScore,trajectory_num,rank_num,lead_num,conf_num,num_heavyatoms,AAScore_LE
5537,<rdkit.Chem.rdchem.Mol object at 0x14b231756580>,487.8761583770066,trajectory_01,rank_01,lead_0208,confid_0,26,18.76446762988487
2806,<rdkit.Chem.rdchem.Mol object at 0x14b23199b7b0>,487.983358569537,trajectory_00,rank_01,lead_0124,confid_2,28,17.42797709176918
2613,<rdkit.Chem.rdchem.Mol object at 0x14b231981200>,488.23014069830487,trajectory_00,rank_01,lead_0438,confid_15,28,17.436790739225174
2448,<rdkit.Chem.rdchem.Mol object at 0x14b231967890>,488.6328192960808,trajectory_00,rank_01,lead_0325,confid_13,27,18.09751182578077
3107,<rdkit.Chem.rdchem.Mol object at 0x14b231941d60>,488.75328564206376,trajectory_05,rank_00,lead_0226,confid_8,31,15.766235020711735
5544,<rdkit.Chem.rdchem.Mol object at 0x14b231756890>,489.25777906576974,trajectory_01,rank_01,lead_0100,confid_11,28,17.473492109491776
5175,<rdkit.Chem.rdchem.Mol object at 0x14b2317244a0>,489.6119696053334,trajectory_01,rank_00,lead_0445,confid_16,27,18.133776652049384
1043,<rdkit.Chem.rdchem.Mol object at 0x14b231dd3820>,489.7548954135663,trajectory_04,rank_00,lead_0394,confid_13,27,18.139070200502456
1231,<rdkit.Chem.rdchem.Mol object at 0x14b231a74ba0>,490.9332196880985,trajectory_04,rank_00,lead_0126,confid_10,28,17.533329274574946
1190,<rdkit.Chem.rdchem.Mol object at 0x14b231a6f970>,491.1670115943537,trajectory_04,rank_00,lead_0336,confid_4,29,16.936793503253575
3154,<rdkit.Chem.rdchem.Mol object at 0x14b23194d270>,491.3149210543826,trajectory_05,rank_00,lead_0130,confid_0,30,16.377164035146087
1091,<rdkit.Chem.rdchem.Mol object at 0x14b231db9d60>,491.75952336680217,trajectory_04,rank_00,lead_0081,confid_8,28,17.562840120242935
2167,<rdkit.Chem.rdchem.Mol object at 0x14b2319c0ba0>,493.4339587625957,trajectory_00,rank_00,lead_0192,confid_0,27,18.275331806022063
2087,<rdkit.Chem.rdchem.Mol object at 0x14b2319b5820>,493.4772026960956,trajectory_00,rank_00,lead_0278,confid_14,27,18.276933433188727
94,<rdkit.Chem.rdchem.Mol object at 0x14b231910660>,493.6357442668254,trajectory_02,rank_00,lead_0033,confid_12,29,17.021922216097426
2058,<rdkit.Chem.rdchem.Mol object at 0x14b2319b1b30>,494.0305237573203,trajectory_00,rank_00,lead_0313,confid_9,28,17.643947277047154
1290,<rdkit.Chem.rdchem.Mol object at 0x14b231a805f0>,494.0635335818622,trajectory_04,rank_00,lead_0254,confid_2,27,18.298649391920822
900,<rdkit.Chem.rdchem.Mol object at 0x14b231dcf510>,494.2364062893933,trajectory_04,rank_00,lead_0037,confid_18,27,18.305052084792344
2924,<rdkit.Chem.rdchem.Mol object at 0x14b231929c10>,495.5423408247999,trajectory_05,rank_00,lead_0470,confid_6,28,17.697940743742855
5010,<rdkit.Chem.rdchem.Mol object at 0x14b23178cb30>,495.6628590380196,trajectory_01,rank_00,lead_0235,confid_19,30,16.52209530126732
1214,<rdkit.Chem.rdchem.Mol object at 0x14b231a74430>,496.549162719393,trajectory_04,rank_00,lead_0360,confid_5,27,18.39070973034789
926,<rdkit.Chem.rdchem.Mol object at 0x14b231da0040>,496.704669815137,trajectory_04,rank_00,lead_0095,confid_1,28,17.73945249339775
5469,<rdkit.Chem.rdchem.Mol object at 0x14b23174c740>,497.3291910713333,trajectory_01,rank_01,lead_0098,confid_2,29,17.14928245073563
2776,<rdkit.Chem.rdchem.Mol object at 0x14b231995a50>,497.3691156382598,trajectory_00,rank_01,lead_0254,confid_18,28,17.76318270136642
2664,<rdkit.Chem.rdchem.Mol object at 0x14b231986890>,497.47092461308233,trajectory_00,rank_01,lead_0192,confid_17,28,17.766818736181513
3228,<rdkit.Chem.rdchem.Mol object at 0x14b231956350>,497.5632448686262,trajectory_05,rank_00,lead_0361,confid_17,28,17.770115888165222
5443,<rdkit.Chem.rdchem.Mol object at 0x14b231747ba0>,498.1110305745379,trajectory_01,rank_01,lead_0359,confid_19,28,17.789679663376354
3479,<rdkit.Chem.rdchem.Mol object at 0x14b2318392e0>,498.1314683110005,trajectory_05,rank_01,lead_0237,confid_18,29,17.176947183137948
77,<rdkit.Chem.rdchem.Mol object at 0x14b231919eb0>,498.5576865246023,trajectory_02,rank_00,lead_0288,confid_3,27,18.465099500911194
2755,<rdkit.Chem.rdchem.Mol object at 0x14b231995120>,499.3986742802464,trajectory_00,rank_01,lead_0096,confid_16,27,18.49624719556468
1062,<rdkit.Chem.rdchem.Mol object at 0x14b231db9040>,499.4547428948028,trajectory_04,rank_00,lead_0259,confid_0,27,18.49832381091862
1897,<rdkit.Chem.rdchem.Mol object at 0x14b231a1c3c0>,499.987521071879,trajectory_00,rank_00,lead_0065,confid_19,28,17.856697181138536
1980,<rdkit.Chem.rdchem.Mol object at 0x14b2319a7890>,500.3400883336951,trajectory_00,rank_00,lead_0292,confid_11,27,18.53111438272945
4048,<rdkit.Chem.rdchem.Mol object at 0x14b231804f90>,501.0078437596207,trajectory_03,rank_00,lead_0476,confid_0,29,17.276132543435196
1340,<rdkit.Chem.rdchem.Mol object at 0x14b231a85c10>,501.28031121447856,trajectory_04,rank_00,lead_0050,confid_0,27,18.565937452388095
145,<rdkit.Chem.rdchem.Mol object at 0x14b231913890>,501.3109497634078,trajectory_02,rank_00,lead_0127,confid_15,27,18.567072213459547
3010,<rdkit.Chem.rdchem.Mol object at 0x14b231938270>,501.4101226956241,trajectory_05,rank_00,lead_0436,confid_19,28,17.907504381986577
2363,<rdkit.Chem.rdchem.Mol object at 0x14b2319de2e0>,501.60288919907055,trajectory_00,rank_00,lead_0019,confid_16,27,18.57788478515076
230,<rdkit.Chem.rdchem.Mol object at 0x14b231e5ee40>,503.1867278002218,trajectory_02,rank_00,lead_0049,confid_10,31,16.231829929039414
1024,<rdkit.Chem.rdchem.Mol object at 0x14b231dccf20>,503.18808648590425,trajectory_04,rank_00,lead_0402,confid_4,28,17.971003088782293
2151,<rdkit.Chem.rdchem.Mol object at 0x14b2319c04a0>,503.5956895961894,trajectory_00,rank_00,lead_0345,confid_19,27,18.651692207266276
286,<rdkit.Chem.rdchem.Mol object at 0x14b231dfd430>,503.78198439544457,trajectory_02,rank_00,lead_0383,confid_6,29,17.371792565360156
2979,<rdkit.Chem.rdchem.Mol object at 0x14b2319334a0>,504.04706094505246,trajectory_05,rank_00,lead_0225,confid_14,27,18.66840966463157
2799,<rdkit.Chem.rdchem.Mol object at 0x14b23199b4a0>,504.53685753318734,trajectory_00,rank_01,lead_0198,confid_10,26,19.405263751276436
3230,<rdkit.Chem.rdchem.Mol object at 0x14b231956430>,504.9671421403153,trajectory_05,rank_00,lead_0170,confid_0,27,18.702486745937602
1016,<rdkit.Chem.rdchem.Mol object at 0x14b231dcc0b0>,505.45266091113706,trajectory_04,rank_00,lead_0390,confid_17,27,18.720468922634705
4924,<rdkit.Chem.rdchem.Mol object at 0x14b231781510>,505.47151655607263,trajectory_01,rank_00,lead_0439,confid_11,27,18.72116727985454
2561,<rdkit.Chem.rdchem.Mol object at 0x14b231978ac0>,505.89854911638224,trajectory_00,rank_01,lead_0127,confid_5,29,17.444777555737318
5185,<rdkit.Chem.rdchem.Mol object at 0x14b231724900>,505.9106048787668,trajectory_01,rank_00,lead_0062,confid_9,27,18.737429810324695
5763,<rdkit.Chem.rdchem.Mol object at 0x14b2316f59e0>,506.1813450169351,trajectory_01,rank_01,lead_0008,confid_1,27,18.747457222849448
4992,<rdkit.Chem.rdchem.Mol object at 0x14b23178c350>,506.6026004394852,trajectory_01,rank_00,lead_0287,confid_7,31,16.342019369015652
4108,<rdkit.Chem.rdchem.Mol object at 0x14b23180ea50>,506.8540883795338,trajectory_03,rank_00,lead_0378,confid_8,29,17.477727185501166
4311,<rdkit.Chem.rdchem.Mol object at 0x14b2317ad4a0>,508.0259267829048,trajectory_03,rank_00,lead_0286,confid_10,28,18.143783099389456
5119,<rdkit.Chem.rdchem.Mol object at 0x14b23179aba0>,508.7383656652471,trajectory_01,rank_00,lead_0030,confid_13,28,18.169227345187398
1384,<rdkit.Chem.rdchem.Mol object at 0x14b231a8bf90>,508.8752371108361,trajectory_04,rank_00,lead_0248,confid_4,28,18.17411561110129
2265,<rdkit.Chem.rdchem.Mol object at 0x14b2319cf740>,509.1607895067417,trajectory_00,rank_00,lead_0349,confid_13,28,18.184313910955062
2655,<rdkit.Chem.rdchem.Mol object at 0x14b2319864a0>,509.3273611987479,trajectory_00,rank_01,lead_0197,confid_12,27,18.863976340694368
698,<rdkit.Chem.rdchem.Mol object at 0x14b2313f5b30>,509.4557226408194,trajectory_02,rank_01,lead_0343,confid_8,29,17.56743871175239
112,<rdkit.Chem.rdchem.Mol object at 0x14b231910e40>,509.6614479853118,trajectory_02,rank_00,lead_0429,confid_18,29,17.574532689148683
2738,<rdkit.Chem.rdchem.Mol object at 0x14b231990970>,510.26925304079873,trajectory_00,rank_01,lead_0017,confid_15,27,18.898861223733288
194,<rdkit.Chem.rdchem.Mol object at 0x14b231eaf5f0>,510.66291328178136,trajectory_02,rank_00,lead_0190,confid_18,27,18.91344123265857
2120,<rdkit.Chem.rdchem.Mol object at 0x14b2319bb6d0>,511.1356622166429,trajectory_00,rank_00,lead_0229,confid_8,27,18.930950452468256
1338,<rdkit.Chem.rdchem.Mol object at 0x14b231a85b30>,511.32581241401806,trajectory_04,rank_00,lead_0301,confid_2,27,18.937993052371038
2131,<rdkit.Chem.rdchem.Mol object at 0x14b2319bbba0>,511.5690417798728,trajectory_00,rank_00,lead_0487,confid_2,29,17.640311785512857
5216,<rdkit.Chem.rdchem.Mol object at 0x14b2317296d0>,511.6697382172923,trajectory_01,rank_00,lead_0324,confid_7,29,17.643784076458356
5676,<rdkit.Chem.rdchem.Mol object at 0x14b2316ea350>,512.5378288621952,trajectory_01,rank_01,lead_0004,confid_3,25,20.501513154487807
5573,<rdkit.Chem.rdchem.Mol object at 0x14b23175b580>,513.8625425376023,trajectory_01,rank_01,lead_0293,confid_17,31,16.576211049600072
2858,<rdkit.Chem.rdchem.Mol object at 0x14b23199eeb0>,513.8995847898994,trajectory_00,rank_01,lead_0277,confid_1,27,19.03331795518146
207,<rdkit.Chem.rdchem.Mol object at 0x14b231eafba0>,514.5196906880968,trajectory_02,rank_00,lead_0309,confid_1,27,19.05628484029988
1181,<rdkit.Chem.rdchem.Mol object at 0x14b231a6f580>,515.0342785903517,trajectory_04,rank_00,lead_0144,confid_7,30,17.167809286345058
3429,<rdkit.Chem.rdchem.Mol object at 0x14b23182fc80>,515.2885644850192,trajectory_05,rank_01,lead_0271,confid_11,29,17.76857118913859
4907,<rdkit.Chem.rdchem.Mol object at 0x14b23177cd60>,515.788578327615,trajectory_01,rank_00,lead_0450,confid_9,28,18.42102065455768
2071,<rdkit.Chem.rdchem.Mol object at 0x14b2319b5120>,515.802883472086,trajectory_00,rank_00,lead_0374,confid_18,28,18.4215315525745
3779,<rdkit.Chem.rdchem.Mol object at 0x14b2317e1820>,516.4627245000336,trajectory_05,rank_01,lead_0085,confid_3,29,17.8090594655184
5137,<rdkit.Chem.rdchem.Mol object at 0x14b23171f3c0>,517.0788139333181,trajectory_01,rank_00,lead_0257,confid_16,27,19.151067182715483
2669,<rdkit.Chem.rdchem.Mol object at 0x14b231986ac0>,517.7160019015731,trajectory_00,rank_01,lead_0202,confid_1,28,18.48985721077047
5061,<rdkit.Chem.rdchem.Mol object at 0x14b231796200>,518.1983548153753,trajectory_01,rank_00,lead_0430,confid_12,31,16.7160759617863
1141,<rdkit.Chem.rdchem.Mol object at 0x14b231a693c0>,518.2426946068581,trajectory_04,rank_00,lead_0441,confid_4,26,19.932411331033002
1950,<rdkit.Chem.rdchem.Mol object at 0x14b2319a0b30>,519.7954840178293,trajectory_00,rank_00,lead_0325,confid_3,26,19.99213400068574
5064,<rdkit.Chem.rdchem.Mol object at 0x14b231796350>,521.0747843044775,trajectory_01,rank_00,lead_0434,confid_16,28,18.60981372515991
106,<rdkit.Chem.rdchem.Mol object at 0x14b231910ba0>,521.2707539999008,trajectory_02,rank_00,lead_0436,confid_4,27,19.306324222218546
3593,<rdkit.Chem.rdchem.Mol object at 0x14b231847580>,521.8240893230342,trajectory_05,rank_01,lead_0307,confid_0,30,17.394136310767806
2449,<rdkit.Chem.rdchem.Mol object at 0x14b231967900>,522.4482747533939,trajectory_00,rank_01,lead_0039,confid_12,28,18.658866955478352
237,<rdkit.Chem.rdchem.Mol object at 0x14b231e8b120>,523.3846483443563,trajectory_02,rank_00,lead_0350,confid_10,26,20.13017878247524
3348,<rdkit.Chem.rdchem.Mol object at 0x14b231824890>,524.1728515644686,trajectory_05,rank_00,lead_0401,confid_13,28,18.720458984445308
5103,<rdkit.Chem.rdchem.Mol object at 0x14b23179a4a0>,525.1865666541706,trajectory_01,rank_00,lead_0229,confid_16,27,19.45135432052484
905,<rdkit.Chem.rdchem.Mol object at 0x14b231dcf740>,525.3366389165676,trajectory_04,rank_00,lead_0114,confid_15,28,18.762022818448845
5179,<rdkit.Chem.rdchem.Mol object at 0x14b231724660>,525.9011376276786,trajectory_01,rank_00,lead_0004,confid_12,28,18.78218348670281
2474,<rdkit.Chem.rdchem.Mol object at 0x14b23196d430>,525.9030525973837,trajectory_00,rank_01,lead_0106,confid_17,28,18.78225187847799
2136,<rdkit.Chem.rdchem.Mol object at 0x14b2319bbdd0>,526.4077283752882,trajectory_00,rank_00,lead_0030,confid_18,28,18.800276013403153
1992,<rdkit.Chem.rdchem.Mol object at 0x14b2319a7dd0>,527.9277046238072,trajectory_00,rank_00,lead_0073,confid_0,27,19.5528779490299
2656,<rdkit.Chem.rdchem.Mol object at 0x14b231986510>,529.2580122031151,trajectory_00,rank_01,lead_0130,confid_14,26,20.3560773924275
330,<rdkit.Chem.rdchem.Mol object at 0x14b231e9c2e0>,529.5708554537626,trajectory_02,rank_00,lead_0142,confid_2,28,18.91324483763438
1951,<rdkit.Chem.rdchem.Mol object at 0x14b2319a0ba0>,531.2758364391905,trajectory_00,rank_00,lead_0039,confid_11,27,19.67688283108113
1333,<rdkit.Chem.rdchem.Mol object at 0x14b231a85900>,531.4233681428209,trajectory_04,rank_00,lead_0452,confid_8,28,18.979406005100746
5207,<rdkit.Chem.rdchem.Mol object at 0x14b2317292e0>,531.5164829259347,trajectory_01,rank_00,lead_0138,confid_4,27,19.685795663923507
4938,<rdkit.Chem.rdchem.Mol object at 0x14b231781b30>,531.7246040522107,trajectory_01,rank_00,lead_0122,confid_17,30,17.72415346840702
2691,<rdkit.Chem.rdchem.Mol object at 0x14b23198c4a0>,532.0812855058035,trajectory_00,rank_01,lead_0385,confid_0,28,19.0029030537787
217,<rdkit.Chem.rdchem.Mol object at 0x14b231eaf270>,534.5505560417043,trajectory_02,rank_00,lead_0345,confid_15,29,18.43277779454153
5579,<rdkit.Chem.rdchem.Mol object at 0x14b23175b820>,534.6104330339671,trajectory_01,rank_01,lead_0072,confid_19,27,19.800386408665446
2756,<rdkit.Chem.rdchem.Mol object at 0x14b231995190>,535.3254442912421,trajectory_00,rank_01,lead_0497,confid_18,27,19.82686830708304
2368,<rdkit.Chem.rdchem.Mol object at 0x14b2319de510>,535.364325825619,trajectory_00,rank_00,lead_0207,confid_5,29,18.460838821573066
2548,<rdkit.Chem.rdchem.Mol object at 0x14b231978510>,535.5420599412317,trajectory_00,rank_01,lead_0426,confid_6,27,19.83489110893451
1958,<rdkit.Chem.rdchem.Mol object at 0x14b2319a0eb0>,536.2001432739063,trajectory_00,rank_00,lead_0223,confid_5,28,19.150005116925225
2973,<rdkit.Chem.rdchem.Mol object at 0x14b231933200>,536.7126590286275,trajectory_05,rank_00,lead_0327,confid_11,28,19.16830925102241
2573,<rdkit.Chem.rdchem.Mol object at 0x14b2319780b0>,537.1195744144075,trajectory_00,rank_01,lead_0084,confid_5,27,19.893317570903978
2069,<rdkit.Chem.rdchem.Mol object at 0x14b2319b10b0>,537.1336291723445,trajectory_00,rank_00,lead_0493,confid_4,26,20.658985737397867
294,<rdkit.Chem.rdchem.Mol object at 0x14b231dfd7b0>,537.180274274715,trajectory_02,rank_00,lead_0340,confid_18,28,19.185009795525534
1085,<rdkit.Chem.rdchem.Mol object at 0x14b231db9ac0>,537.577384509499,trajectory_04,rank_00,lead_0252,confid_0,28,19.199192303910678
5743,<rdkit.Chem.rdchem.Mol object at 0x14b2316f5120>,538.385442782328,trajectory_01,rank_01,lead_0133,confid_14,28,19.228051527940288
2299,<rdkit.Chem.rdchem.Mol object at 0x14b2319d5660>,538.91123237997,trajectory_00,rank_00,lead_0425,confid_9,28,19.24682972785607
193,<rdkit.Chem.rdchem.Mol object at 0x14b231eaf580>,539.0218984800484,trajectory_02,rank_00,lead_0176,confid_19,28,19.250782088573157
5629,<rdkit.Chem.rdchem.Mol object at 0x14b2316e0e40>,539.2734108820201,trajectory_01,rank_01,lead_0079,confid_4,28,19.25976467435786
2598,<rdkit.Chem.rdchem.Mol object at 0x14b23197bb30>,540.1375209123559,trajectory_00,rank_01,lead_0046,confid_2,26,20.77452003509061
4357,<rdkit.Chem.rdchem.Mol object at 0x14b2317b1900>,540.4739521577421,trajectory_03,rank_00,lead_0155,confid_12,29,18.63703283302559
3578,<rdkit.Chem.rdchem.Mol object at 0x14b231844eb0>,540.873014583171,trajectory_05,rank_01,lead_0136,confid_9,27,20.032333873450778
935,<rdkit.Chem.rdchem.Mol object at 0x14b231da04a0>,541.3352697241525,trajectory_04,rank_00,lead_0174,confid_0,27,20.04945443422787
3022,<rdkit.Chem.rdchem.Mol object at 0x14b2319387b0>,541.5200192143426,trajectory_05,rank_00,lead_0285,confid_7,28,19.34000068622652
5082,<rdkit.Chem.rdchem.Mol object at 0x14b231796b30>,543.0210943859803,trajectory_01,rank_00,lead_0072,confid_4,28,19.39361051378501
1307,<rdkit.Chem.rdchem.Mol object at 0x14b231a80d60>,543.2488113586254,trajectory_04,rank_00,lead_0308,confid_7,27,20.120326346615755
3056,<rdkit.Chem.rdchem.Mol object at 0x14b23193e6d0>,543.8215051047491,trajectory_05,rank_00,lead_0100,confid_8,27,20.141537226101818
1104,<rdkit.Chem.rdchem.Mol object at 0x14b231a64350>,544.5387957790327,trajectory_04,rank_00,lead_0293,confid_16,28,19.447814134965455
3236,<rdkit.Chem.rdchem.Mol object at 0x14b2319566d0>,545.2829013668127,trajectory_05,rank_00,lead_0017,confid_12,27,20.195663013585655
5682,<rdkit.Chem.rdchem.Mol object at 0x14b2316ea5f0>,545.6540400262106,trajectory_01,rank_01,lead_0062,confid_0,27,20.209408889859652
5081,<rdkit.Chem.rdchem.Mol object at 0x14b231796ac0>,547.1096326341454,trajectory_01,rank_00,lead_0488,confid_8,29,18.865849401177428
2580,<rdkit.Chem.rdchem.Mol object at 0x14b23197b350>,547.6048035756304,trajectory_00,rank_01,lead_0129,confid_1,29,18.882924261228634
2578,<rdkit.Chem.rdchem.Mol object at 0x14b23197b270>,547.8206025913678,trajectory_00,rank_01,lead_0434,confid_4,28,19.56502152112028
2241,<rdkit.Chem.rdchem.Mol object at 0x14b2319cac80>,547.8293824749582,trajectory_00,rank_00,lead_0017,confid_15,28,19.56533508839136
2511,<rdkit.Chem.rdchem.Mol object at 0x14b2319724a0>,547.9303213380254,trajectory_00,rank_01,lead_0396,confid_10,26,21.07424312838559
2718,<rdkit.Chem.rdchem.Mol object at 0x14b231990040>,548.6395284672428,trajectory_00,rank_01,lead_0126,confid_8,28,19.5942688738301
5393,<rdkit.Chem.rdchem.Mol object at 0x14b231742580>,549.0605054535112,trajectory_01,rank_01,lead_0305,confid_1,26,21.117711748211967
5801,<rdkit.Chem.rdchem.Mol object at 0x14b2316f9ac0>,550.1089133170326,trajectory_01,rank_01,lead_0481,confid_8,26,21.158035127578177
5373,<rdkit.Chem.rdchem.Mol object at 0x14b23173dc80>,550.4532969630778,trajectory_01,rank_01,lead_0260,confid_18,28,19.659046320109923
2552,<rdkit.Chem.rdchem.Mol object at 0x14b2319786d0>,550.5024972264382,trajectory_00,rank_01,lead_0208,confid_7,28,19.660803472372795
5652,<rdkit.Chem.rdchem.Mol object at 0x14b2316e5890>,550.618342834282,trajectory_01,rank_01,lead_0007,confid_9,29,18.986839408078687
791,<rdkit.Chem.rdchem.Mol object at 0x14b2313e54a0>,552.5661044247059,trajectory_02,rank_01,lead_0234,confid_9,29,19.054003600851928
5280,<rdkit.Chem.rdchem.Mol object at 0x14b231733350>,552.6792461398285,trajectory_01,rank_00,lead_0142,confid_14,28,19.738544504993875
306,<rdkit.Chem.rdchem.Mol object at 0x14b231dea890>,552.7050967588667,trajectory_02,rank_00,lead_0330,confid_0,27,20.470559139217286
2893,<rdkit.Chem.rdchem.Mol object at 0x14b231924e40>,552.8232660595755,trajectory_05,rank_00,lead_0200,confid_15,27,20.47493577998428
3438,<rdkit.Chem.rdchem.Mol object at 0x14b231834040>,553.2816798918349,trajectory_05,rank_01,lead_0035,confid_19,29,19.078678616959824
3241,<rdkit.Chem.rdchem.Mol object at 0x14b231956900>,554.0664815239392,trajectory_05,rank_00,lead_0405,confid_7,28,19.78808862585497
1009,<rdkit.Chem.rdchem.Mol object at 0x14b231dcc580>,554.2397662418956,trajectory_04,rank_00,lead_0231,confid_10,28,19.794277365781987
2088,<rdkit.Chem.rdchem.Mol object at 0x14b2319b5890>,554.6508725794685,trajectory_00,rank_00,lead_0320,confid_15,28,19.808959734981016
52,<rdkit.Chem.rdchem.Mol object at 0x14b2318ff740>,555.18904879939,trajectory_02,rank_00,lead_0011,confid_12,26,21.353424953822692
1933,<rdkit.Chem.rdchem.Mol object at 0x14b2319a03c0>,555.4696135285707,trajectory_00,rank_00,lead_0014,confid_6,27,20.57294864920632
3200,<rdkit.Chem.rdchem.Mol object at 0x14b2319526d0>,556.2297713904649,trajectory_05,rank_00,lead_0442,confid_4,30,18.540992379682162
2846,<rdkit.Chem.rdchem.Mol object at 0x14b23199e970>,556.2361692119475,trajectory_00,rank_01,lead_0213,confid_12,29,19.180557559032675
2129,<rdkit.Chem.rdchem.Mol object at 0x14b2319bbac0>,556.337227927415,trajectory_00,rank_00,lead_0441,confid_5,29,19.184042342324656
2227,<rdkit.Chem.rdchem.Mol object at 0x14b2319ca660>,556.4273635929782,trajectory_00,rank_00,lead_0137,confid_7,28,19.872405842606362
4095,<rdkit.Chem.rdchem.Mol object at 0x14b23180e4a0>,556.7638034032256,trajectory_03,rank_00,lead_0002,confid_15,28,19.8844215501152
5025,<rdkit.Chem.rdchem.Mol object at 0x14b231790200>,557.3237695296139,trajectory_01,rank_00,lead_0232,confid_17,28,19.904420340343354
4886,<rdkit.Chem.rdchem.Mol object at 0x14b23177c430>,558.5977130845318,trajectory_01,rank_00,lead_0075,confid_18,30,18.619923769484394
395,<rdkit.Chem.rdchem.Mol object at 0x14b231ed0900>,559.0961722362559,trajectory_02,rank_01,lead_0233,confid_18,29,19.27917835297434
357,<rdkit.Chem.rdchem.Mol object at 0x14b231eacb30>,559.9868152529039,trajectory_02,rank_00,lead_0178,confid_14,29,19.309890181134616
5591,<rdkit.Chem.rdchem.Mol object at 0x14b23175bd60>,560.734108754608,trajectory_01,rank_01,lead_0086,confid_18,27,20.76792995387437
2535,<rdkit.Chem.rdchem.Mol object at 0x14b231972f20>,560.8384735418688,trajectory_00,rank_01,lead_0191,confid_3,28,20.02994548363817
3193,<rdkit.Chem.rdchem.Mol object at 0x14b2319523c0>,561.5327006561398,trajectory_05,rank_00,lead_0312,confid_18,27,20.797507431708883
2824,<rdkit.Chem.rdchem.Mol object at 0x14b23199bf90>,562.6478593786728,trajectory_00,rank_01,lead_0348,confid_5,29,19.40165032340251
2499,<rdkit.Chem.rdchem.Mol object at 0x14b23196df20>,563.1118043863457,trajectory_00,rank_01,lead_0467,confid_15,28,20.11113587094092
1944,<rdkit.Chem.rdchem.Mol object at 0x14b2319a0890>,563.6415640122498,trajectory_00,rank_00,lead_0427,confid_14,27,20.875613481935176
3037,<rdkit.Chem.rdchem.Mol object at 0x14b231938e40>,564.2422802906134,trajectory_05,rank_00,lead_0214,confid_19,29,19.456630354848738
2378,<rdkit.Chem.rdchem.Mol object at 0x14b2319de970>,564.502902270513,trajectory_00,rank_01,lead_0233,confid_1,26,21.711650087327424
3015,<rdkit.Chem.rdchem.Mol object at 0x14b2319384a0>,564.5829997142042,trajectory_05,rank_00,lead_0411,confid_12,27,20.910481470896453
5170,<rdkit.Chem.rdchem.Mol object at 0x14b231724270>,565.1129906201481,trajectory_01,rank_00,lead_0087,confid_0,31,18.22945131032736
5307,<rdkit.Chem.rdchem.Mol object at 0x14b231733f20>,566.5054519633507,trajectory_01,rank_00,lead_0186,confid_1,28,20.232337570119665
2251,<rdkit.Chem.rdchem.Mol object at 0x14b2319cf120>,566.5766768554696,trajectory_00,rank_00,lead_0107,confid_9,28,20.234881316266772
1095,<rdkit.Chem.rdchem.Mol object at 0x14b231db9f20>,567.3067439736411,trajectory_04,rank_00,lead_0129,confid_17,28,20.260955141915755
5288,<rdkit.Chem.rdchem.Mol object at 0x14b2317336d0>,567.5014823152837,trajectory_01,rank_00,lead_0456,confid_2,27,21.018573419084582
3055,<rdkit.Chem.rdchem.Mol object at 0x14b23193e660>,567.9485837928971,trajectory_05,rank_00,lead_0210,confid_18,28,20.28387799260347
2322,<rdkit.Chem.rdchem.Mol object at 0x14b2319d8040>,569.120932240337,trajectory_00,rank_00,lead_0186,confid_11,27,21.078553045938406
1898,<rdkit.Chem.rdchem.Mol object at 0x14b231a1c430>,569.236146694097,trajectory_00,rank_00,lead_0200,confid_1,27,21.08282024792952
2097,<rdkit.Chem.rdchem.Mol object at 0x14b2319b5c80>,569.543545206904,trajectory_00,rank_00,lead_0242,confid_3,29,19.639432593341517
3648,<rdkit.Chem.rdchem.Mol object at 0x14b23184ddd0>,569.651981572609,trajectory_05,rank_01,lead_0371,confid_4,26,21.909691598946498
1132,<rdkit.Chem.rdchem.Mol object at 0x14b231a64f90>,570.0584529204133,trajectory_04,rank_00,lead_0229,confid_7,29,19.65718803173839
3017,<rdkit.Chem.rdchem.Mol object at 0x14b231938580>,570.236413108351,trajectory_05,rank_00,lead_0057,confid_8,28,20.36558618244111
3031,<rdkit.Chem.rdchem.Mol object at 0x14b231938ba0>,570.2369191998685,trajectory_05,rank_00,lead_0191,confid_3,27,21.119885896291425
250,<rdkit.Chem.rdchem.Mol object at 0x14b231e8b6d0>,570.4911785287233,trajectory_02,rank_00,lead_0152,confid_16,27,21.12930290847123
1931,<rdkit.Chem.rdchem.Mol object at 0x14b2319a02e0>,570.5903698561494,trajectory_00,rank_00,lead_0184,confid_10,28,20.37822749486248
1042,<rdkit.Chem.rdchem.Mol object at 0x14b231dd37b0>,570.8066286042166,trajectory_04,rank_00,lead_0163,confid_3,28,20.385951021579164
5531,<rdkit.Chem.rdchem.Mol object at 0x14b2317562e0>,570.9720839690477,trajectory_01,rank_01,lead_0132,confid_12,27,21.147114221075842
5785,<rdkit.Chem.rdchem.Mol object at 0x14b2316f93c0>,571.6334329130176,trajectory_01,rank_01,lead_0318,confid_16,32,17.8635447785318
1201,<rdkit.Chem.rdchem.Mol object at 0x14b231a6fe40>,571.9347282592494,trajectory_04,rank_00,lead_0152,confid_4,27,21.182767713305534
1979,<rdkit.Chem.rdchem.Mol object at 0x14b2319a7820>,572.245530835764,trajectory_00,rank_00,lead_0327,confid_17,26,22.009443493683232
2238,<rdkit.Chem.rdchem.Mol object at 0x14b2319cab30>,572.6803185967614,trajectory_00,rank_00,lead_0148,confid_0,28,20.452868521312904
