,ROMol,AAScore,trajectory_num,rank_num,lead_num,conf_num,num_heavyatoms,AAScore_LE
3698,<rdkit.Chem.rdchem.Mol object at 0x14b231857430>,-6.375276739935127,trajectory_05,rank_01,lead_0093,confid_8,27,-0.23612136073833803
3815,<rdkit.Chem.rdchem.Mol object at 0x14b2317e7820>,-6.371406999777344,trajectory_05,rank_01,lead_0286,confid_18,25,-0.2548562799910938
3614,<rdkit.Chem.rdchem.Mol object at 0x14b231847eb0>,-6.366509860429871,trajectory_05,rank_01,lead_0176,confid_3,27,-0.23579666149740264
1611,<rdkit.Chem.rdchem.Mol object at 0x14b2319f04a0>,-6.365956144570784,trajectory_04,rank_01,lead_0494,confid_2,28,-0.22735557659181374
1524,<rdkit.Chem.rdchem.Mol object at 0x14b2319e1dd0>,-6.347110204739698,trajectory_04,rank_01,lead_0056,confid_12,28,-0.22668250731213208
3859,<rdkit.Chem.rdchem.Mol object at 0x14b2317eaba0>,-6.343269541496045,trajectory_05,rank_01,lead_0125,confid_7,26,-0.24397190544215558
3726,<rdkit.Chem.rdchem.Mol object at 0x14b23185c040>,-6.336113132836824,trajectory_05,rank_01,lead_0324,confid_7,27,-0.23467085677173424
439,<rdkit.Chem.rdchem.Mol object at 0x14b231ca77b0>,-6.334347172810862,trajectory_02,rank_01,lead_0420,confid_17,27,-0.23460545084484674
3475,<rdkit.Chem.rdchem.Mol object at 0x14b231839120>,-6.329666200975958,trajectory_05,rank_01,lead_0090,confid_15,27,-0.23443208151762807
3701,<rdkit.Chem.rdchem.Mol object at 0x14b231857580>,-6.3287012308449055,trajectory_05,rank_01,lead_0159,confid_13,27,-0.23439634188314465
1670,<rdkit.Chem.rdchem.Mol object at 0x14b2319f6eb0>,-6.32762410531956,trajectory_04,rank_01,lead_0049,confid_0,25,-0.2531049642127824
522,<rdkit.Chem.rdchem.Mol object at 0x14b231cabcf0>,-6.326980025972242,trajectory_02,rank_01,lead_0263,confid_2,27,-0.23433259355452749
3518,<rdkit.Chem.rdchem.Mol object at 0x14b23183e430>,-6.32322282397096,trajectory_05,rank_01,lead_0204,confid_1,25,-0.2529289129588384
1709,<rdkit.Chem.rdchem.Mol object at 0x14b2319fb0b0>,-6.321744896934948,trajectory_04,rank_01,lead_0442,confid_14,26,-0.24314403449749802
3571,<rdkit.Chem.rdchem.Mol object at 0x14b231844ba0>,-6.321394421684024,trajectory_05,rank_01,lead_0430,confid_4,27,-0.23412571932163054
583,<rdkit.Chem.rdchem.Mol object at 0x14b2313f2820>,-6.310286984781662,trajectory_02,rank_01,lead_0112,confid_2,29,-0.2175961029235056
3419,<rdkit.Chem.rdchem.Mol object at 0x14b23182f820>,-6.309722229772401,trajectory_05,rank_01,lead_0388,confid_13,26,-0.24268162422201542
3581,<rdkit.Chem.rdchem.Mol object at 0x14b2318440b0>,-6.308020826558399,trajectory_05,rank_01,lead_0320,confid_18,26,-0.2426161856368615
3846,<rdkit.Chem.rdchem.Mol object at 0x14b2317ea5f0>,-6.305588091607893,trajectory_05,rank_01,lead_0274,confid_10,27,-0.23354029968918122
3548,<rdkit.Chem.rdchem.Mol object at 0x14b231844190>,-6.300152391931821,trajectory_05,rank_01,lead_0208,confid_12,25,-0.25200609567727283
1804,<rdkit.Chem.rdchem.Mol object at 0x14b231a0ca50>,-6.294972849125346,trajectory_04,rank_01,lead_0365,confid_0,27,-0.23314714256019797
666,<rdkit.Chem.rdchem.Mol object at 0x14b2313fdcf0>,-6.292798271701786,trajectory_02,rank_01,lead_0345,confid_10,28,-0.22474279541792092
3783,<rdkit.Chem.rdchem.Mol object at 0x14b2317e19e0>,-6.292174898707211,trajectory_05,rank_01,lead_0140,confid_2,28,-0.2247205320966861
866,<rdkit.Chem.rdchem.Mol object at 0x14b231db45f0>,-6.288944723339626,trajectory_02,rank_01,lead_0364,confid_9,27,-0.23292387864220837
3402,<rdkit.Chem.rdchem.Mol object at 0x14b23182f040>,-6.286543302617886,trajectory_05,rank_01,lead_0094,confid_15,30,-0.2095514434205962
3403,<rdkit.Chem.rdchem.Mol object at 0x14b23182f120>,-6.285047571097505,trajectory_05,rank_01,lead_0305,confid_16,28,-0.22446598468205375
3584,<rdkit.Chem.rdchem.Mol object at 0x14b231847190>,-6.283247911002262,trajectory_05,rank_01,lead_0074,confid_0,28,-0.22440171110722365
3510,<rdkit.Chem.rdchem.Mol object at 0x14b23183e040>,-6.283063829787549,trajectory_05,rank_01,lead_0160,confid_19,28,-0.22439513677812675
3754,<rdkit.Chem.rdchem.Mol object at 0x14b23185ccf0>,-6.281351880798308,trajectory_05,rank_01,lead_0188,confid_19,27,-0.23264266225178917
3529,<rdkit.Chem.rdchem.Mol object at 0x14b23183e900>,-6.271750621879249,trajectory_05,rank_01,lead_0353,confid_17,27,-0.23228706006960184
3826,<rdkit.Chem.rdchem.Mol object at 0x14b2317e7cf0>,-6.265702358995886,trajectory_05,rank_01,lead_0355,confid_4,27,-0.23206305033318095
1829,<rdkit.Chem.rdchem.Mol object at 0x14b231a10580>,-6.261675938792158,trajectory_04,rank_01,lead_0331,confid_8,28,-0.22363128352829137
3508,<rdkit.Chem.rdchem.Mol object at 0x14b231839f90>,-6.255928811290912,trajectory_05,rank_01,lead_0221,confid_7,26,-0.240612646588112
3619,<rdkit.Chem.rdchem.Mol object at 0x14b23184d120>,-6.25543909656117,trajectory_05,rank_01,lead_0038,confid_19,26,-0.24059381140619884
1716,<rdkit.Chem.rdchem.Mol object at 0x14b231a01350>,-6.252720114793681,trajectory_04,rank_01,lead_0294,confid_15,27,-0.23158222647384005
3784,<rdkit.Chem.rdchem.Mol object at 0x14b2317e1a50>,-6.251236355092679,trajectory_05,rank_01,lead_0317,confid_8,28,-0.22325844125330999
3389,<rdkit.Chem.rdchem.Mol object at 0x14b23182aac0>,-6.2446502770795735,trajectory_05,rank_01,lead_0421,confid_11,28,-0.22302322418141335
3497,<rdkit.Chem.rdchem.Mol object at 0x14b231839ac0>,-6.239348187283438,trajectory_05,rank_01,lead_0390,confid_12,25,-0.24957392749133753
3636,<rdkit.Chem.rdchem.Mol object at 0x14b23184d890>,-6.232469521353251,trajectory_05,rank_01,lead_0022,confid_1,25,-0.24929878085413004
3555,<rdkit.Chem.rdchem.Mol object at 0x14b2318444a0>,-6.220228466622595,trajectory_05,rank_01,lead_0100,confid_12,25,-0.2488091386649038
3495,<rdkit.Chem.rdchem.Mol object at 0x14b2318399e0>,-6.201503541913723,trajectory_05,rank_01,lead_0033,confid_16,26,-0.23851936699668166
3797,<rdkit.Chem.rdchem.Mol object at 0x14b2317e10b0>,-6.197123552747232,trajectory_05,rank_01,lead_0198,confid_12,26,-0.23835090587489355
3853,<rdkit.Chem.rdchem.Mol object at 0x14b2317ea900>,-6.1828289477909255,trajectory_05,rank_01,lead_0410,confid_19,27,-0.22899366473299723
3670,<rdkit.Chem.rdchem.Mol object at 0x14b2318527b0>,-6.182634976314033,trajectory_05,rank_01,lead_0055,confid_14,27,-0.22898648060422347
3551,<rdkit.Chem.rdchem.Mol object at 0x14b2318442e0>,-6.1775792892664905,trajectory_05,rank_01,lead_0313,confid_17,25,-0.2471031715706596
3391,<rdkit.Chem.rdchem.Mol object at 0x14b23182aba0>,-6.17376181677018,trajectory_05,rank_01,lead_0200,confid_2,26,-0.23745237756808385
3561,<rdkit.Chem.rdchem.Mol object at 0x14b231844740>,-6.166564422733796,trajectory_05,rank_01,lead_0112,confid_14,27,-0.2283912749160665
3386,<rdkit.Chem.rdchem.Mol object at 0x14b23182a970>,-6.158788748892443,trajectory_05,rank_01,lead_0265,confid_2,25,-0.24635154995569772
1570,<rdkit.Chem.rdchem.Mol object at 0x14b2319eb270>,-6.1514346369035975,trajectory_04,rank_01,lead_0080,confid_6,27,-0.227830912477911
1639,<rdkit.Chem.rdchem.Mol object at 0x14b2319f6120>,-6.147922777303182,trajectory_04,rank_01,lead_0241,confid_15,27,-0.22770084360382156
3781,<rdkit.Chem.rdchem.Mol object at 0x14b2317e1900>,-6.144446594811629,trajectory_05,rank_01,lead_0169,confid_17,28,-0.21944452124327246
3850,<rdkit.Chem.rdchem.Mol object at 0x14b2317ea7b0>,-6.144186134070342,trajectory_05,rank_01,lead_0468,confid_3,26,-0.23631485131039776
3835,<rdkit.Chem.rdchem.Mol object at 0x14b2317ea120>,-6.138134953323277,trajectory_05,rank_01,lead_0185,confid_6,26,-0.23608211358935682
3598,<rdkit.Chem.rdchem.Mol object at 0x14b2318477b0>,-6.131363237570932,trajectory_05,rank_01,lead_0273,confid_3,27,-0.22708752731744195
3691,<rdkit.Chem.rdchem.Mol object at 0x14b231857120>,-6.12949826332332,trajectory_05,rank_01,lead_0247,confid_16,27,-0.22701845419716002
3795,<rdkit.Chem.rdchem.Mol object at 0x14b2317e1f20>,-6.117745247373754,trajectory_05,rank_01,lead_0179,confid_13,28,-0.2184909016919198
3643,<rdkit.Chem.rdchem.Mol object at 0x14b23184dba0>,-6.115848216578827,trajectory_05,rank_01,lead_0454,confid_17,26,-0.23522493140687795
3625,<rdkit.Chem.rdchem.Mol object at 0x14b23184d3c0>,-6.114024915535382,trajectory_05,rank_01,lead_0105,confid_8,26,-0.23515480444366854
1862,<rdkit.Chem.rdchem.Mol object at 0x14b231a16430>,-6.113514474304938,trajectory_04,rank_01,lead_0478,confid_0,27,-0.226426462011294
3473,<rdkit.Chem.rdchem.Mol object at 0x14b2318340b0>,-6.11187973469631,trajectory_05,rank_01,lead_0292,confid_12,25,-0.2444751893878524
3845,<rdkit.Chem.rdchem.Mol object at 0x14b2317ea580>,-6.110213724290495,trajectory_05,rank_01,lead_0364,confid_4,26,-0.23500822016501904
415,<rdkit.Chem.rdchem.Mol object at 0x14b231e6a190>,-6.110107623797309,trajectory_02,rank_01,lead_0269,confid_16,27,-0.2263002823628633
3622,<rdkit.Chem.rdchem.Mol object at 0x14b23184d270>,-6.1094689906500586,trajectory_05,rank_01,lead_0441,confid_16,26,-0.2349795765634638
3509,<rdkit.Chem.rdchem.Mol object at 0x14b2318390b0>,-6.107551056002764,trajectory_05,rank_01,lead_0436,confid_14,27,-0.22620559466676904
3382,<rdkit.Chem.rdchem.Mol object at 0x14b23182a7b0>,-6.104470194370316,trajectory_05,rank_01,lead_0061,confid_16,27,-0.2260914886803821
3734,<rdkit.Chem.rdchem.Mol object at 0x14b23185c430>,-6.099505168270769,trajectory_05,rank_01,lead_0071,confid_4,26,-0.23459635262579878
3716,<rdkit.Chem.rdchem.Mol object at 0x14b231857c10>,-6.097633174001285,trajectory_05,rank_01,lead_0267,confid_15,26,-0.23452435284620327
1817,<rdkit.Chem.rdchem.Mol object at 0x14b231a0c0b0>,-6.097081089898455,trajectory_04,rank_01,lead_0196,confid_11,28,-0.21775289606780196
3697,<rdkit.Chem.rdchem.Mol object at 0x14b2318573c0>,-6.09146311346456,trajectory_05,rank_01,lead_0360,confid_14,25,-0.2436585245385824
3871,<rdkit.Chem.rdchem.Mol object at 0x14b2317f0120>,-6.08895549075089,trajectory_05,rank_01,lead_0181,confid_18,27,-0.22551687002781073
3553,<rdkit.Chem.rdchem.Mol object at 0x14b2318443c0>,-6.076644478077824,trajectory_05,rank_01,lead_0034,confid_14,25,-0.24306577912311297
3773,<rdkit.Chem.rdchem.Mol object at 0x14b2317e1580>,-6.075319562510154,trajectory_05,rank_01,lead_0357,confid_16,26,-0.23366613701962133
3729,<rdkit.Chem.rdchem.Mol object at 0x14b23185c200>,-6.075177213680965,trajectory_05,rank_01,lead_0170,confid_17,25,-0.24300708854723863
3644,<rdkit.Chem.rdchem.Mol object at 0x14b23184dc10>,-6.074946059308855,trajectory_05,rank_01,lead_0345,confid_17,25,-0.24299784237235422
3756,<rdkit.Chem.rdchem.Mol object at 0x14b23185cdd0>,-6.069000516630355,trajectory_05,rank_01,lead_0133,confid_19,26,-0.2334230967934752
3763,<rdkit.Chem.rdchem.Mol object at 0x14b2317e1120>,-6.066094414475316,trajectory_05,rank_01,lead_0272,confid_16,25,-0.24264377657901265
3505,<rdkit.Chem.rdchem.Mol object at 0x14b231839e40>,-6.065613383507447,trajectory_05,rank_01,lead_0402,confid_7,25,-0.24262453534029788
3852,<rdkit.Chem.rdchem.Mol object at 0x14b2317ea890>,-6.06463554048275,trajectory_05,rank_01,lead_0149,confid_9,28,-0.2165941264458125
670,<rdkit.Chem.rdchem.Mol object at 0x14b2313fdeb0>,-6.063095030853481,trajectory_02,rank_01,lead_0371,confid_0,28,-0.2165391082447672
3422,<rdkit.Chem.rdchem.Mol object at 0x14b23182f970>,-6.050447253305912,trajectory_05,rank_01,lead_0291,confid_19,25,-0.24201789013223649
3749,<rdkit.Chem.rdchem.Mol object at 0x14b23185cac0>,-6.05000891395417,trajectory_05,rank_01,lead_0118,confid_6,25,-0.24200035655816682
3618,<rdkit.Chem.rdchem.Mol object at 0x14b23184d040>,-6.046202764744646,trajectory_05,rank_01,lead_0131,confid_10,24,-0.2519251151976936
3630,<rdkit.Chem.rdchem.Mol object at 0x14b23184d5f0>,-6.045883330871472,trajectory_05,rank_01,lead_0173,confid_9,27,-0.22392160484709156
3740,<rdkit.Chem.rdchem.Mol object at 0x14b23185c6d0>,-6.0432326440666415,trajectory_05,rank_01,lead_0405,confid_10,26,-0.2324320247717939
3483,<rdkit.Chem.rdchem.Mol object at 0x14b2318394a0>,-6.033217587278719,trajectory_05,rank_01,lead_0341,confid_3,28,-0.21547205668852568
3722,<rdkit.Chem.rdchem.Mol object at 0x14b231857eb0>,-6.028292857864456,trajectory_05,rank_01,lead_0461,confid_9,27,-0.2232701058468317
3822,<rdkit.Chem.rdchem.Mol object at 0x14b2317e7b30>,-6.026701612675681,trajectory_05,rank_01,lead_0348,confid_9,25,-0.24106806450702722
3627,<rdkit.Chem.rdchem.Mol object at 0x14b23184d4a0>,-6.022582461836364,trajectory_05,rank_01,lead_0091,confid_9,27,-0.2230586096976431
3392,<rdkit.Chem.rdchem.Mol object at 0x14b23182ac10>,-6.02203420804285,trajectory_05,rank_01,lead_0211,confid_16,26,-0.2316167003093404
3562,<rdkit.Chem.rdchem.Mol object at 0x14b2318447b0>,-6.021586425827068,trajectory_05,rank_01,lead_0493,confid_0,24,-0.25089943440946116
3870,<rdkit.Chem.rdchem.Mol object at 0x14b2317f0040>,-6.019606250836705,trajectory_05,rank_01,lead_0248,confid_17,26,-0.23152331733987325
1530,<rdkit.Chem.rdchem.Mol object at 0x14b2319e6040>,-6.017485074973396,trajectory_04,rank_01,lead_0204,confid_13,27,-0.22286981759160726
3519,<rdkit.Chem.rdchem.Mol object at 0x14b23183e4a0>,-6.017000131714492,trajectory_05,rank_01,lead_0429,confid_8,29,-0.2074827631625687
3459,<rdkit.Chem.rdchem.Mol object at 0x14b2318349e0>,-6.016326206937835,trajectory_05,rank_01,lead_0113,confid_11,27,-0.22282689655325316
3398,<rdkit.Chem.rdchem.Mol object at 0x14b23182aeb0>,-6.007636725510293,trajectory_05,rank_01,lead_0407,confid_16,28,-0.21455845448251049
612,<rdkit.Chem.rdchem.Mol object at 0x14b231ca0510>,-5.999113111154568,trajectory_02,rank_01,lead_0242,confid_9,27,-0.22218937448720621
3694,<rdkit.Chem.rdchem.Mol object at 0x14b231857270>,-5.998586814534091,trajectory_05,rank_01,lead_0279,confid_17,27,-0.22216988201978116
3469,<rdkit.Chem.rdchem.Mol object at 0x14b231834e40>,-5.99763795599862,trajectory_05,rank_01,lead_0106,confid_10,26,-0.23067838292302384
3735,<rdkit.Chem.rdchem.Mol object at 0x14b23185c4a0>,-5.9975535475548325,trajectory_05,rank_01,lead_0017,confid_19,26,-0.23067513644441665
3748,<rdkit.Chem.rdchem.Mol object at 0x14b23185ca50>,-5.996782894551333,trajectory_05,rank_01,lead_0220,confid_6,26,-0.23064549594428205
3692,<rdkit.Chem.rdchem.Mol object at 0x14b231857190>,-5.996549890422121,trajectory_05,rank_01,lead_0312,confid_0,27,-0.22209444038600448
868,<rdkit.Chem.rdchem.Mol object at 0x14b231db46d0>,-5.995488609253608,trajectory_02,rank_01,lead_0401,confid_8,27,-0.22205513367605956
3856,<rdkit.Chem.rdchem.Mol object at 0x14b2317eaa50>,-5.994613665709689,trajectory_05,rank_01,lead_0277,confid_19,29,-0.2067108160589548
3741,<rdkit.Chem.rdchem.Mol object at 0x14b23185c740>,-5.980967068241301,trajectory_05,rank_01,lead_0444,confid_5,26,-0.23003719493235775
3713,<rdkit.Chem.rdchem.Mol object at 0x14b231857ac0>,-5.980876854852602,trajectory_05,rank_01,lead_0151,confid_9,27,-0.2215139575871334
3504,<rdkit.Chem.rdchem.Mol object at 0x14b231839dd0>,-5.976264711935779,trajectory_05,rank_01,lead_0156,confid_11,24,-0.2490110296639908
3683,<rdkit.Chem.rdchem.Mol object at 0x14b231852d60>,-5.973322677575063,trajectory_05,rank_01,lead_0078,confid_4,26,-0.2297431799067332
1803,<rdkit.Chem.rdchem.Mol object at 0x14b231a0c9e0>,-5.970936507046799,trajectory_04,rank_01,lead_0179,confid_3,29,-0.2058943623119586
608,<rdkit.Chem.rdchem.Mol object at 0x14b231ca0350>,-5.9641551185036406,trajectory_02,rank_01,lead_0428,confid_19,27,-0.22089463401865336
3833,<rdkit.Chem.rdchem.Mol object at 0x14b2317e70b0>,-5.960140663848289,trajectory_05,rank_01,lead_0171,confid_14,29,-0.20552209185683756
3774,<rdkit.Chem.rdchem.Mol object at 0x14b2317e15f0>,-5.959938336952487,trajectory_05,rank_01,lead_0254,confid_4,27,-0.2207384569241662
3809,<rdkit.Chem.rdchem.Mol object at 0x14b2317e7580>,-5.955607320288066,trajectory_05,rank_01,lead_0196,confid_12,27,-0.220578048899558
3387,<rdkit.Chem.rdchem.Mol object at 0x14b23182a9e0>,-5.952468736271046,trajectory_05,rank_01,lead_0162,confid_11,27,-0.22046180504707577
3733,<rdkit.Chem.rdchem.Mol object at 0x14b23185c3c0>,-5.952062862676503,trajectory_05,rank_01,lead_0375,confid_11,29,-0.20524354698884495
3595,<rdkit.Chem.rdchem.Mol object at 0x14b231847660>,-5.9498325816120925,trajectory_05,rank_01,lead_0406,confid_13,28,-0.21249402077186044
3480,<rdkit.Chem.rdchem.Mol object at 0x14b231839350>,-5.948897504701669,trajectory_05,rank_01,lead_0098,confid_3,25,-0.23795590018806675
3649,<rdkit.Chem.rdchem.Mol object at 0x14b23184de40>,-5.945453718207218,trajectory_05,rank_01,lead_0379,confid_16,29,-0.2050156454554213
3606,<rdkit.Chem.rdchem.Mol object at 0x14b231847b30>,-5.9443713025781495,trajectory_05,rank_01,lead_0226,confid_2,26,-0.22862966548377497
3802,<rdkit.Chem.rdchem.Mol object at 0x14b2317e7270>,-5.942683828214336,trajectory_05,rank_01,lead_0397,confid_9,27,-0.2200994010449754
3631,<rdkit.Chem.rdchem.Mol object at 0x14b23184d660>,-5.939124823398893,trajectory_05,rank_01,lead_0006,confid_16,28,-0.21211160083567474
3700,<rdkit.Chem.rdchem.Mol object at 0x14b231857510>,-5.938338856268309,trajectory_05,rank_01,lead_0258,confid_15,27,-0.2199384761580855
3755,<rdkit.Chem.rdchem.Mol object at 0x14b23185cd60>,-5.937601694086424,trajectory_05,rank_01,lead_0245,confid_10,27,-0.21991117385505274
3570,<rdkit.Chem.rdchem.Mol object at 0x14b231844b30>,-5.937049277959425,trajectory_05,rank_01,lead_0069,confid_8,26,-0.2283480491522856
836,<rdkit.Chem.rdchem.Mol object at 0x14b231da9890>,-5.934761033497687,trajectory_02,rank_01,lead_0286,confid_8,27,-0.21980596420361806
3464,<rdkit.Chem.rdchem.Mol object at 0x14b231834c10>,-5.92284301148001,trajectory_05,rank_01,lead_0041,confid_3,27,-0.21936455598074112
3662,<rdkit.Chem.rdchem.Mol object at 0x14b231852430>,-5.92141793471087,trajectory_05,rank_01,lead_0227,confid_0,25,-0.2368567173884348
3831,<rdkit.Chem.rdchem.Mol object at 0x14b2317e7f20>,-5.9159084267409074,trajectory_05,rank_01,lead_0284,confid_12,25,-0.2366363370696363
3623,<rdkit.Chem.rdchem.Mol object at 0x14b23184d2e0>,-5.910460576800322,trajectory_05,rank_01,lead_0139,confid_4,26,-0.22732540680001237
748,<rdkit.Chem.rdchem.Mol object at 0x14b231406190>,-5.9104388539201,trajectory_02,rank_01,lead_0361,confid_9,27,-0.21890514273778147
3621,<rdkit.Chem.rdchem.Mol object at 0x14b23184d200>,-5.902923427096725,trajectory_05,rank_01,lead_0362,confid_19,26,-0.2270355164267971
3462,<rdkit.Chem.rdchem.Mol object at 0x14b231834b30>,-5.896224461161647,trajectory_05,rank_01,lead_0319,confid_6,25,-0.23584897844646588
658,<rdkit.Chem.rdchem.Mol object at 0x14b2313fd970>,-5.893155397651427,trajectory_02,rank_01,lead_0022,confid_3,27,-0.2182650147278306
3437,<rdkit.Chem.rdchem.Mol object at 0x14b23182f0b0>,-5.892104003479759,trajectory_05,rank_01,lead_0427,confid_11,27,-0.21822607420295406
3703,<rdkit.Chem.rdchem.Mol object at 0x14b231857660>,-5.889903811592136,trajectory_05,rank_01,lead_0338,confid_4,25,-0.23559615246368545
558,<rdkit.Chem.rdchem.Mol object at 0x14b231cc7cf0>,-5.889442729146943,trajectory_02,rank_01,lead_0214,confid_12,27,-0.2181275084869238
761,<rdkit.Chem.rdchem.Mol object at 0x14b231406740>,-5.887590455288989,trajectory_02,rank_01,lead_0405,confid_3,27,-0.21805890575144404
3685,<rdkit.Chem.rdchem.Mol object at 0x14b231852e40>,-5.886614737835667,trajectory_05,rank_01,lead_0445,confid_9,27,-0.21802276806798768
730,<rdkit.Chem.rdchem.Mol object at 0x14b2313f0970>,-5.880991117858721,trajectory_02,rank_01,lead_0480,confid_6,27,-0.2178144858466193
1521,<rdkit.Chem.rdchem.Mol object at 0x14b2319e1c80>,-5.873388497919372,trajectory_04,rank_01,lead_0436,confid_12,25,-0.23493553991677488
3536,<rdkit.Chem.rdchem.Mol object at 0x14b23183ec10>,-5.864936154983573,trajectory_05,rank_01,lead_0214,confid_17,27,-0.21721985759198417
3573,<rdkit.Chem.rdchem.Mol object at 0x14b231844c80>,-5.854242578999325,trajectory_05,rank_01,lead_0253,confid_16,27,-0.21682379922219722
3719,<rdkit.Chem.rdchem.Mol object at 0x14b231857d60>,-5.853449704056906,trajectory_05,rank_01,lead_0009,confid_15,25,-0.2341379881622762
3379,<rdkit.Chem.rdchem.Mol object at 0x14b23182a660>,-5.851594438317974,trajectory_05,rank_01,lead_0003,confid_1,28,-0.20898551565421336
3596,<rdkit.Chem.rdchem.Mol object at 0x14b2318476d0>,-5.850442336318934,trajectory_05,rank_01,lead_0332,confid_1,28,-0.20894436915424763
3446,<rdkit.Chem.rdchem.Mol object at 0x14b231834430>,-5.850311608422499,trajectory_05,rank_01,lead_0275,confid_14,25,-0.23401246433689996
712,<rdkit.Chem.rdchem.Mol object at 0x14b2313f0190>,-5.846300596762803,trajectory_02,rank_01,lead_0154,confid_13,28,-0.2087964498843858
596,<rdkit.Chem.rdchem.Mol object at 0x14b2313f2dd0>,-5.844394326607599,trajectory_02,rank_01,lead_0434,confid_1,26,-0.22478439717721535
3714,<rdkit.Chem.rdchem.Mol object at 0x14b231857b30>,-5.844347989101042,trajectory_05,rank_01,lead_0166,confid_14,26,-0.22478261496542468
3819,<rdkit.Chem.rdchem.Mol object at 0x14b2317e79e0>,-5.844103481384526,trajectory_05,rank_01,lead_0240,confid_11,27,-0.21644827708831577
3431,<rdkit.Chem.rdchem.Mol object at 0x14b23182fd60>,-5.83992959848344,trajectory_05,rank_01,lead_0194,confid_14,27,-0.21629368883272002
783,<rdkit.Chem.rdchem.Mol object at 0x14b2313e5120>,-5.837794017301263,trajectory_02,rank_01,lead_0199,confid_13,30,-0.1945931339100421
3758,<rdkit.Chem.rdchem.Mol object at 0x14b23185ceb0>,-5.836528975531248,trajectory_05,rank_01,lead_0228,confid_12,25,-0.23346115902124992
876,<rdkit.Chem.rdchem.Mol object at 0x14b231db4a50>,-5.8361708383726105,trajectory_02,rank_01,lead_0478,confid_14,28,-0.2084346727990218
3507,<rdkit.Chem.rdchem.Mol object at 0x14b231839f20>,-5.835930389983932,trajectory_05,rank_01,lead_0052,confid_9,25,-0.23343721559935726
3818,<rdkit.Chem.rdchem.Mol object at 0x14b2317e7970>,-5.835856360853563,trajectory_05,rank_01,lead_0452,confid_3,25,-0.2334342544341425
3868,<rdkit.Chem.rdchem.Mol object at 0x14b2317eaf90>,-5.833429547795474,trajectory_05,rank_01,lead_0399,confid_7,26,-0.22436267491521053
3607,<rdkit.Chem.rdchem.Mol object at 0x14b231847ba0>,-5.831924337893952,trajectory_05,rank_01,lead_0070,confid_10,27,-0.215997197699776
3453,<rdkit.Chem.rdchem.Mol object at 0x14b231834740>,-5.809259133483832,trajectory_05,rank_01,lead_0359,confid_8,29,-0.20031928046495973
3565,<rdkit.Chem.rdchem.Mol object at 0x14b231844900>,-5.8012962705460165,trajectory_05,rank_01,lead_0373,confid_15,25,-0.23205185082184066
3642,<rdkit.Chem.rdchem.Mol object at 0x14b23184db30>,-5.793365929120104,trajectory_05,rank_01,lead_0079,confid_10,25,-0.23173463716480416
5739,<rdkit.Chem.rdchem.Mol object at 0x14b2316eff20>,-5.791666937138814,trajectory_01,rank_01,lead_0096,confid_11,28,-0.20684524775495763
3413,<rdkit.Chem.rdchem.Mol object at 0x14b23182f580>,-5.789459488071915,trajectory_05,rank_01,lead_0082,confid_14,26,-0.22267151877199673
3521,<rdkit.Chem.rdchem.Mol object at 0x14b23183e580>,-5.788000847893556,trajectory_05,rank_01,lead_0285,confid_19,27,-0.2143704017738354
3415,<rdkit.Chem.rdchem.Mol object at 0x14b23182f660>,-5.785293917842943,trajectory_05,rank_01,lead_0174,confid_11,26,-0.2225113045324209
1474,<rdkit.Chem.rdchem.Mol object at 0x14b231a9b7b0>,-5.7848715178059855,trajectory_04,rank_01,lead_0459,confid_10,27,-0.21425450065948096
1876,<rdkit.Chem.rdchem.Mol object at 0x14b231a16a50>,-5.7733962945674895,trajectory_04,rank_01,lead_0304,confid_1,28,-0.20619272480598178
3454,<rdkit.Chem.rdchem.Mol object at 0x14b2318347b0>,-5.767592318087464,trajectory_05,rank_01,lead_0027,confid_7,28,-0.20598543993169516
744,<rdkit.Chem.rdchem.Mol object at 0x14b2313f0f90>,-5.763293484614221,trajectory_02,rank_01,lead_0363,confid_7,27,-0.21345531424497113
3693,<rdkit.Chem.rdchem.Mol object at 0x14b231857200>,-5.761118257511555,trajectory_05,rank_01,lead_0335,confid_14,26,-0.22158147144275211
3632,<rdkit.Chem.rdchem.Mol object at 0x14b23184d6d0>,-5.760989087457475,trajectory_05,rank_01,lead_0321,confid_7,27,-0.21336996620212872
3399,<rdkit.Chem.rdchem.Mol object at 0x14b23182af20>,-5.760174150104856,trajectory_05,rank_01,lead_0460,confid_6,28,-0.2057205053608877
731,<rdkit.Chem.rdchem.Mol object at 0x14b2313f09e0>,-5.753037481216048,trajectory_02,rank_01,lead_0465,confid_5,25,-0.23012149924864192
3574,<rdkit.Chem.rdchem.Mol object at 0x14b231844cf0>,-5.750670732356122,trajectory_05,rank_01,lead_0434,confid_9,27,-0.21298780490207858
3641,<rdkit.Chem.rdchem.Mol object at 0x14b23184dac0>,-5.746398020854144,trajectory_05,rank_01,lead_0409,confid_9,29,-0.19815165589152223
3468,<rdkit.Chem.rdchem.Mol object at 0x14b231834dd0>,-5.744562296944885,trajectory_05,rank_01,lead_0496,confid_2,25,-0.2297824918777954
3751,<rdkit.Chem.rdchem.Mol object at 0x14b23185cba0>,-5.742455209986501,trajectory_05,rank_01,lead_0205,confid_0,28,-0.20508768607094646
